========================================
FPGA-FRIENDLY NETWORK (256-128-64)
Enhanced with lagged features & time index
========================================

Input features: 21 (lag=20 + time index)
Samples after lagging: 116381
Data split: Train=81466, Val=17457, Test=17458

Training Configuration:
  Optimizer: SGDM (momentum 0.9)
  Max epochs: 800
  L2 regularization: 0.0001

=== Starting Training ===
Training on single CPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |     RMSE     |     RMSE     |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|     297 |       23400 |       00:05:56 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     297 |       23430 |       00:05:56 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     297 |       23460 |       00:05:57 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     298 |       23490 |       00:05:57 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     298 |       23520 |       00:05:58 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     299 |       23550 |       00:05:58 |         0.06 |         0.06 |       0.0021 |       0.0018 |          0.0050 |
|     299 |       23580 |       00:05:59 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     299 |       23610 |       00:05:59 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     300 |       23640 |       00:06:00 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     300 |       23670 |       00:06:00 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     300 |       23700 |       00:06:01 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     301 |       23730 |       00:06:01 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     301 |       23760 |       00:06:02 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     302 |       23790 |       00:06:02 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     302 |       23820 |       00:06:03 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     302 |       23850 |       00:06:03 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     303 |       23880 |       00:06:03 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     303 |       23910 |       00:06:04 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     304 |       23940 |       00:06:04 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     304 |       23970 |       00:06:05 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     304 |       24000 |       00:06:05 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     305 |       24030 |       00:06:06 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     305 |       24060 |       00:06:06 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     305 |       24090 |       00:06:07 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     306 |       24120 |       00:06:07 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     306 |       24150 |       00:06:08 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     307 |       24180 |       00:06:08 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     307 |       24210 |       00:06:09 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     307 |       24240 |       00:06:09 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     308 |       24270 |       00:06:10 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     308 |       24300 |       00:06:10 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     308 |       24330 |       00:06:11 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     309 |       24360 |       00:06:11 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     309 |       24390 |       00:06:12 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     310 |       24420 |       00:06:12 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     310 |       24450 |       00:06:12 |         0.06 |         0.06 |       0.0020 |       0.0018 |          0.0050 |
|     310 |       24480 |       00:06:13 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     311 |       24510 |       00:06:13 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     311 |       24540 |       00:06:14 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     312 |       24570 |       00:06:14 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     312 |       24600 |       00:06:15 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     312 |       24630 |       00:06:15 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     313 |       24660 |       00:06:15 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     313 |       24690 |       00:06:16 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     313 |       24720 |       00:06:16 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     314 |       24750 |       00:06:17 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     314 |       24780 |       00:06:17 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     315 |       24810 |       00:06:18 |         0.06 |         0.06 |       0.0020 |       0.0018 |          0.0050 |
|     315 |       24840 |       00:06:18 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     315 |       24870 |       00:06:19 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     316 |       24900 |       00:06:19 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     316 |       24930 |       00:06:20 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     316 |       24960 |       00:06:20 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     317 |       24990 |       00:06:21 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     317 |       25020 |       00:06:21 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     318 |       25050 |       00:06:22 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     318 |       25080 |       00:06:22 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     318 |       25110 |       00:06:22 |         0.05 |         0.06 |       0.0015 |       0.0018 |          0.0050 |
|     319 |       25140 |       00:06:23 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     319 |       25170 |       00:06:23 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     319 |       25200 |       00:06:24 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     320 |       25230 |       00:06:24 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     320 |       25260 |       00:06:25 |         0.06 |         0.06 |       0.0015 |       0.0018 |          0.0050 |
|     321 |       25290 |       00:06:25 |         0.05 |         0.06 |       0.0014 |       0.0018 |          0.0050 |
|     321 |       25320 |       00:06:26 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     321 |       25350 |       00:06:26 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     322 |       25380 |       00:06:26 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     322 |       25410 |       00:06:27 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     323 |       25440 |       00:06:27 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     323 |       25470 |       00:06:28 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     323 |       25500 |       00:06:28 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     324 |       25530 |       00:06:29 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     324 |       25560 |       00:06:29 |         0.06 |         0.06 |       0.0021 |       0.0018 |          0.0050 |
|     324 |       25590 |       00:06:30 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     325 |       25620 |       00:06:30 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     325 |       25650 |       00:06:31 |         0.05 |         0.06 |       0.0015 |       0.0017 |          0.0050 |
|     326 |       25680 |       00:06:31 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     326 |       25710 |       00:06:32 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     326 |       25740 |       00:06:32 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     327 |       25770 |       00:06:33 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     327 |       25800 |       00:06:33 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     327 |       25830 |       00:06:33 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     328 |       25860 |       00:06:34 |         0.06 |         0.06 |       0.0016 |       0.0017 |          0.0050 |
|     328 |       25890 |       00:06:34 |         0.06 |         0.06 |       0.0019 |       0.0017 |          0.0050 |
|     329 |       25920 |       00:06:35 |         0.06 |         0.06 |       0.0020 |       0.0017 |          0.0050 |
|     329 |       25950 |       00:06:35 |         0.06 |         0.06 |       0.0018 |       0.0017 |          0.0050 |
|     329 |       25980 |       00:06:36 |         0.05 |         0.06 |       0.0015 |       0.0017 |          0.0050 |
|     330 |       26010 |       00:06:36 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     330 |       26040 |       00:06:37 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     330 |       26070 |       00:06:37 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     331 |       26100 |       00:06:38 |         0.06 |         0.06 |       0.0017 |       0.0017 |          0.0050 |
|     331 |       26130 |       00:06:38 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     332 |       26160 |       00:06:38 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     332 |       26190 |       00:06:39 |         0.06 |         0.06 |       0.0018 |       0.0017 |          0.0050 |
|     332 |       26220 |       00:06:40 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     333 |       26250 |       00:06:40 |         0.06 |         0.06 |       0.0019 |       0.0017 |          0.0050 |
|     333 |       26280 |       00:06:41 |         0.06 |         0.06 |       0.0018 |       0.0017 |          0.0050 |
|     334 |       26310 |       00:06:41 |         0.06 |         0.06 |       0.0015 |       0.0017 |          0.0050 |
|     334 |       26340 |       00:06:42 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     334 |       26370 |       00:06:42 |         0.06 |         0.06 |       0.0016 |       0.0017 |          0.0050 |
|     335 |       26400 |       00:06:43 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     335 |       26430 |       00:06:44 |         0.06 |         0.06 |       0.0016 |       0.0017 |          0.0050 |
|     335 |       26460 |       00:06:44 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     336 |       26490 |       00:06:45 |         0.06 |         0.06 |       0.0016 |       0.0017 |          0.0050 |
|     336 |       26520 |       00:06:46 |         0.06 |         0.06 |       0.0017 |       0.0017 |          0.0050 |
|     337 |       26550 |       00:06:46 |         0.06 |         0.06 |       0.0018 |       0.0017 |          0.0050 |
|     337 |       26580 |       00:06:46 |         0.06 |         0.06 |       0.0019 |       0.0017 |          0.0050 |
|     337 |       26610 |       00:06:47 |         0.06 |         0.06 |       0.0017 |       0.0017 |          0.0050 |
|     338 |       26640 |       00:06:47 |         0.05 |         0.06 |       0.0015 |       0.0017 |          0.0050 |
